Hotel ID,Location Sentiment
UZLAX002,N/A
UZLAX147,N/A
UZLAX618,N/A
UZLAX419,N/A
UZLAX601,N/A
UZLAXTEN,N/A
VCLAXNCV,N/A
WHLAX789,N/A
WHLAXXDJ,N/A
WILAXLAB,N/A
WILAXLAX,N/A
WVLAX303,N/A
WVLAX651,N/A
WVLAX107,N/A
WVLAX30D,N/A
WVLAX376,N/A
WVLAX684,N/A
WVLAX192,N/A
WVLAX938,N/A
WVLAX602,N/A
WVLAXWVI,N/A
WWLAXCRE,N/A
WWLAXSUN,N/A
WYLAX56C,N/A
XKLAX000,N/A
XLLAXPPR,N/A
XLLAXTOH,N/A
XOLAX300,N/A
XVLAXHWS,N/A
YXLAX006,N/A
YXLAXLER,N/A
YXLAX425,N/A
YXLAXGHI,N/A
YXLAX191,N/A
YXLAX437,N/A
YXLAX516,N/A
YXLAXLAG,N/A
YXLAXOPG,N/A
YXLAXAVB,N/A
YXLAX193,N/A
YXLAXTRH,N/A
YXLAXKAW,N/A
YXLAXTAH,N/A
YXLAX409,N/A
YXLAX183,N/A
YXLAXHOL,N/A
YXLAXVDS,N/A
YXLAXPME,N/A
YXLAX243,N/A
YXLAXLMH,N/A
YXLAX251,N/A
YXLAXAVA,N/A
YXLAX266,N/A
YXLAXSVI,N/A
YXLAXBHH,N/A
YXLAXMAR,N/A
YXLAX154,N/A
YXLAX702,N/A
YXLAXPIC,N/A
YXLAXRPV,N/A
YXLAX413,N/A
YXLAXPSH,N/A
YXLAXSGA,N/A
YXLAXTAR,N/A
YXLAX470,N/A
YXLAXSMF,N/A
YXLAXPRC,N/A
YXLAXCHA,N/A
YXLAXPHH,N/A
